Race,Execution Method,State,Sex,Year,Month,Day,Crimes Committed
1,5,48,1,2002,1,9,1
2,5,48,1,2002,1,16,1
1,5,13,1,2002,1,24,1
1,5,6,1,2002,1,29,1
1,5,40,1,2002,1,29,1
2,5,48,1,2002,1,30,1
1,5,48,1,2002,1,31,1
1,5,40,1,2002,1,31,1
2,5,29,1,2002,2,6,1
1,5,39,1,2002,2,19,1
1,5,48,1,2002,2,28,1
1,5,29,1,2002,3,6,1
2,5,48,1,2002,3,7,1
1,5,13,1,2002,3,12,1
1,5,51,1,2002,3,14,1
1,5,51,1,2002,4,2,1
1,5,29,1,2002,4,10,1
5,5,48,1,2002,4,10,1
2,5,48,1,2002,4,11,1
1,5,48,1,2002,4,18,1
2,5,39,1,2002,4,26,1
5,5,48,1,2002,4,30,1
1,5,45,1,2002,5,3,1
2,5,48,1,2002,5,9,1
1,2,1,2,2002,5,10,1
1,5,22,1,2002,5,10,1
1,5,48,1,2002,5,16,1
5,5,48,1,2002,5,22,1
2,5,48,1,2002,5,28,1
1,5,48,1,2002,5,30,1
2,5,51,1,2002,6,12,1
1,5,48,1,2002,6,13,1
1,5,48,1,2002,6,25,1
2,5,48,1,2002,6,26,1
1,5,28,1,2002,7,17,1
1,5,40,1,2002,7,23,1
1,5,40,1,2002,7,30,1
1,5,48,1,2002,8,7,1
2,5,48,1,2002,8,8,1
5,5,48,1,2002,8,14,1
1,5,29,1,2002,8,14,1
1,5,13,1,2002,8,16,1
1,5,48,1,2002,8,20,1
2,5,45,1,2002,8,23,1
2,5,48,1,2002,8,28,1
2,5,48,1,2002,9,10,1
1,5,45,1,2002,9,13,1
1,5,48,1,2002,9,17,1
1,5,48,1,2002,9,18,1
1,5,48,1,2002,9,24,1
1,5,39,1,2002,9,25,1
2,5,48,1,2002,9,25,1
1,5,48,1,2002,10,1,1
5,5,12,1,2002,10,2,1
1,5,12,2,2002,10,9,1
1,5,13,1,2002,11,13,1
6,5,51,1,2002,11,14,1
1,5,48,1,2002,11,19,1
1,5,29,1,2002,11,20,1
1,5,48,1,2002,11,20,1
5,5,48,1,2002,12,4,1
1,5,37,1,2002,12,6,1
2,5,12,1,2002,12,9,1
2,5,37,1,2002,12,10,1
1,5,40,1,2002,12,10,1
1,5,48,1,2002,12,11,1
1,5,28,1,2002,12,11,1
1,5,1,1,2002,12,12,1
1,5,40,1,2002,12,12,1
2,5,40,1,2002,12,17,1
1,5,48,1,2003,1,14,1
5,5,48,1,2003,1,15,1
1,5,40,1,2003,1,16,1
1,5,48,1,2003,1,22,1
2,5,48,1,2003,1,28,1
1,5,48,1,2003,1,29,1
1,5,48,1,2003,1,30,1
5,5,48,1,2003,2,4,1
1,5,29,1,2003,2,5,1
2,5,48,1,2003,2,6,1
1,5,39,1,2003,2,12,1
2,5,40,1,2003,2,13,1
2,5,48,1,2003,2,25,1
2,5,12,1,2003,2,26,1
1,5,48,1,2003,3,11,1
1,5,1,1,2003,3,13,1
2,5,40,1,2003,3,18,1
2,5,48,1,2003,3,20,1
2,5,40,1,2003,3,25,1
1,5,13,1,2003,3,25,1
1,5,48,1,2003,3,26,1
1,5,40,1,2003,4,3,1
1,5,40,1,2003,4,8,1
1,2,51,1,2003,4,9,1
2,5,40,1,2003,4,17,1
5,5,48,1,2003,4,22,1
1,5,1,1,2003,4,24,1
1,5,39,1,2003,4,29,1
1,5,18,1,2003,5,2,1
1,5,48,1,2003,5,6,1
1,5,13,1,2003,5,6,1
1,5,48,1,2003,5,15,1
1,5,12,1,2003,5,16,1
1,5,40,1,2003,5,27,1
2,5,40,1,2003,6,5,1
2,5,48,1,2003,6,11,1
1,5,18,1,2003,6,13,1
2,5,39,1,2003,6,18,1
1,5,40,1,2003,7,1,1
1,5,48,1,2003,7,2,1
1,5,40,1,2003,7,8,1
2,5,48,1,2003,7,9,1
2,5,5,1,2003,7,9,1
2,5,40,1,2003,7,22,1
1,5,51,1,2003,7,22,1
2,5,48,1,2003,7,23,1
1,5,40,1,2003,7,24,1
1,5,48,1,2003,7,24,1
1,5,40,1,2003,7,29,1
1,5,1,1,2003,8,7,1
1,5,12,1,2003,9,3,1
1,5,48,1,2003,9,10,1
3,5,37,1,2003,9,12,1
1,5,37,1,2003,9,26,1
1,5,37,1,2003,10,3,1
1,5,13,1,2003,11,4,1
1,5,37,1,2003,11,7,1
2,5,37,1,2003,11,14,1
1,5,48,1,2003,11,20,1
1,5,48,1,2003,12,3,1
1,5,48,1,2003,12,4,1
2,5,37,1,2003,12,5,1
2,5,48,1,2004,1,6,1
2,5,5,1,2004,1,6,1
1,5,37,1,2004,1,9,1
2,5,40,1,2004,1,13,1
2,5,39,1,2004,1,14,1
2,5,48,1,2004,1,14,1
1,5,48,1,2004,1,21,1
1,5,48,1,2004,1,28,1
1,5,39,1,2004,2,3,1
2,5,12,1,2004,2,4,1
2,5,48,1,2004,2,11,1
2,5,48,1,2004,2,12,1
1,5,40,1,2004,2,17,1
1,5,48,1,2004,2,17,1
2,5,48,1,2004,3,3,1
1,5,51,1,2004,3,18,1
1,5,45,1,2004,3,19,1
4,5,40,1,2004,3,23,1
1,5,32,1,2004,3,26,1
1,5,39,1,2004,3,30,1
1,5,51,1,2004,3,31,1
1,5,45,1,2004,4,16,1
1,5,45,1,2004,4,23,1
2,5,48,1,2004,5,18,1
1,5,12,1,2004,5,26,1
1,2,45,1,2004,5,28,1
1,5,39,1,2004,6,8,1
1,5,40,1,2004,6,8,1
1,5,24,1,2004,6,17,1
1,5,48,1,2004,6,30,1
1,5,13,1,2004,7,1,1
1,5,39,1,2004,7,14,1
1,5,13,1,2004,7,19,1
1,5,39,1,2004,7,20,1
1,5,51,1,2004,7,22,1
1,5,1,1,2004,8,5,1
1,5,32,1,2004,8,12,1
1,5,51,1,2004,8,18,1
1,5,48,1,2004,8,25,1
1,5,40,1,2004,8,26,1
2,5,48,1,2004,8,26,1
2,5,51,1,2004,9,9,1
5,5,48,1,2004,9,21,1
1,5,1,1,2004,9,30,1
2,5,48,1,2004,10,5,1
5,5,48,1,2004,10,6,1
2,5,37,1,2004,10,8,1
1,5,48,1,2004,10,12,1
2,5,39,1,2004,10,13,1
1,5,48,1,2004,10,20,1
1,5,37,1,2004,10,22,1
2,5,48,1,2004,10,26,1
2,5,48,1,2004,11,2,1
1,5,48,1,2004,11,4,1
2,5,48,1,2004,11,9,1
2,5,48,1,2004,11,10,1
1,5,37,1,2004,11,12,1
5,5,48,1,2004,11,17,1
1,5,48,1,2005,1,4,1
1,5,6,1,2005,1,19,1
1,5,48,1,2005,1,25,1
1,5,13,1,2005,1,25,1
1,5,48,1,2005,2,17,1
1,5,13,1,2005,3,1,1
2,5,39,1,2005,3,8,1
1,5,48,1,2005,3,8,1
1,5,18,1,2005,3,10,1
1,5,37,1,2005,3,11,1
1,5,40,1,2005,3,15,1
2,5,29,1,2005,3,16,1
1,5,12,1,2005,4,5,1
1,5,45,1,2005,4,15,1
1,5,48,1,2005,4,20,1
1,5,18,1,2005,4,21,1
2,5,29,1,2005,4,27,1
1,5,1,1,2005,4,28,1
1,5,48,1,2005,5,3,1
2,5,37,1,2005,5,6,1
2,5,40,1,2005,5,12,1
1,5,9,1,2005,5,13,1
2,5,29,1,2005,5,18,1
2,5,48,1,2005,5,18,1
1,5,48,1,2005,5,19,1
1,5,18,1,2005,5,25,1
1,5,1,1,2005,6,2,1
5,5,48,1,2005,6,7,1
1,5,13,1,2005,7,12,1
2,5,40,1,2005,7,19,1
1,5,18,1,2005,7,27,1
5,5,48,1,2005,7,28,1
1,5,1,1,2005,8,4,1
2,5,48,1,2005,8,10,1
2,5,40,1,2005,8,11,1
1,5,48,1,2005,8,23,1
1,5,29,1,2005,8,31,1
2,5,48,2,2005,9,14,1
1,5,1,1,2005,9,22,1
1,5,39,1,2005,9,27,1
1,5,18,1,2005,9,28,1
2,5,48,1,2005,10,6,1
5,5,48,1,2005,10,20,1
2,5,39,1,2005,10,25,1
2,5,29,1,2005,10,26,1
1,5,48,1,2005,11,3,1
1,5,10,1,2005,11,4,1
2,5,45,1,2005,11,4,1
1,5,48,1,2005,11,9,1
1,5,37,1,2005,11,11,1
1,5,48,1,2005,11,15,1
2,5,48,1,2005,11,16,1
6,5,37,1,2005,11,18,1
1,5,5,1,2005,11,28,1
2,5,39,1,2005,11,29,1
1,5,37,1,2005,12,2,1
1,5,45,1,2005,12,2,1
2,5,24,1,2005,12,5,1
2,5,6,1,2005,12,13,1
1,5,28,1,2005,12,14,1
3,5,6,1,2006,1,17,1
2,5,37,1,2006,1,20,1
2,5,48,1,2006,1,25,1
1,5,18,1,2006,1,27,1
5,5,48,1,2006,1,31,1
1,5,39,1,2006,2,7,1
1,5,48,1,2006,2,8,1
2,5,48,1,2006,2,15,1
2,5,48,1,2006,3,15,1
1,5,37,1,2006,3,17,1
5,5,48,1,2006,3,22,1
2,5,48,1,2006,3,29,1
1,5,40,1,2006,4,18,1
2,5,37,1,2006,4,21,1
2,5,32,1,2006,4,26,1
2,5,51,1,2006,4,27,1
2,5,39,1,2006,5,2,1
5,5,48,1,2006,5,4,1
2,5,48,1,2006,5,17,1
5,5,48,1,2006,5,24,1
1,5,40,1,2006,6,1,1
1,5,48,1,2006,6,6,1
2,5,48,1,2006,6,20,1
5,5,48,1,2006,6,27,1
1,5,47,1,2006,6,28,1
2,5,48,1,2006,7,11,1
1,5,39,1,2006,7,12,1
1,5,45,1,2006,7,14,1
2,5,48,1,2006,7,19,1
1,5,48,1,2006,7,20,1
1,2,51,1,2006,7,20,1
1,5,51,1,2006,7,27,1
2,5,48,1,2006,8,3,1
1,5,39,1,2006,8,8,1
5,5,48,1,2006,8,17,1
1,5,37,1,2006,8,18,1
2,5,48,1,2006,8,24,1
2,5,40,1,2006,8,29,1
1,5,40,1,2006,8,31,1
2,5,48,1,2006,8,31,1
2,5,48,1,2006,9,12,1
2,5,12,1,2006,9,20,1
1,5,12,1,2006,10,18,1
1,5,28,1,2006,10,18,1
1,5,39,1,2006,10,24,1
1,5,12,1,2006,10,25,1
1,5,48,1,2006,10,25,1
1,5,1,1,2006,10,26,1
2,5,48,1,2006,11,1,1
2,5,48,1,2006,11,8,1
1,5,51,1,2006,11,9,1
5,5,12,1,2006,12,13,1
2,5,40,1,2007,1,9,1
5,5,48,1,2007,1,10,1
1,5,48,1,2007,1,17,1
1,5,48,1,2007,1,30,1
2,5,48,1,2007,2,7,1
1,5,48,1,2007,2,22,1
5,5,48,1,2007,3,6,1
2,5,48,1,2007,3,7,1
2,5,48,1,2007,3,20,1
5,5,48,1,2007,3,28,1
1,5,48,1,2007,3,29,1
1,5,39,1,2007,4,24,1
1,5,48,1,2007,4,26,1
2,5,1,1,2007,5,3,1
1,5,18,1,2007,5,4,1
1,5,47,1,2007,5,9,1
1,5,48,1,2007,5,16,1
1,5,4,1,2007,5,22,1
1,5,39,1,2007,5,24,1
1,5,48,1,2007,6,6,1
1,5,18,1,2007,6,15,1
5,5,48,1,2007,6,20,1
5,5,48,1,2007,6,21,1
2,5,45,1,2007,6,22,1
1,5,40,1,2007,6,26,1
1,5,48,1,2007,6,26,1
2,5,13,1,2007,6,26,1
1,5,46,1,2007,7,11,1
2,5,48,1,2007,7,24,1
2,5,1,1,2007,7,26,1
2,5,48,1,2007,8,15,1
1,5,40,1,2007,8,21,1
2,5,48,1,2007,8,22,1
2,5,1,1,2007,8,23,1
2,5,48,1,2007,8,28,1
5,5,48,1,2007,8,29,1
1,5,48,1,2007,9,5,1
1,2,47,1,2007,9,12,1
1,5,48,1,2007,9,20,1
2,5,48,1,2007,9,25,1
1,5,13,1,2008,5,6,1
1,5,28,1,2008,5,21,1
2,5,51,1,2008,5,27,1
2,5,13,1,2008,6,4,1
1,5,48,1,2008,6,11,1
1,5,40,1,2008,6,17,1
2,2,45,1,2008,6,20,1
2,5,51,1,2008,6,25,1
1,5,12,1,2008,7,1,1
2,5,48,1,2008,7,10,1
2,5,51,1,2008,7,10,1
1,5,28,1,2008,7,23,1
2,5,48,1,2008,7,23,1
1,5,51,1,2008,7,24,1
2,5,48,1,2008,7,31,1
5,5,48,1,2008,8,5,1
5,5,48,1,2008,8,7,1
2,5,48,1,2008,8,12,1
5,5,48,1,2008,8,14,1
1,5,13,1,2008,9,16,1
1,5,48,1,2008,9,17,1
2,5,12,1,2008,9,23,1
1,5,40,1,2008,9,25,1
1,5,39,1,2008,10,14,1
1,5,48,1,2008,10,14,1
2,5,48,1,2008,10,16,1
1,5,48,1,2008,10,21,1
1,5,48,1,2008,10,28,1
1,5,48,1,2008,10,30,1
2,5,48,1,2008,11,6,1
2,5,48,1,2008,11,12,1
2,5,48,1,2008,11,13,1
2,5,39,1,2008,11,19,1
2,5,48,1,2008,11,20,1
1,5,21,1,2008,11,21,1
2,5,45,1,2008,12,5,1
2,5,48,1,2009,1,14,1
1,5,1,1,2009,1,15,1
2,5,48,1,2009,1,21,1
2,5,40,1,2009,1,22,1
2,5,48,1,2009,1,22,1
5,5,48,1,2009,1,28,1
5,5,48,1,2009,1,29,1
1,5,47,1,2009,2,4,1
2,5,48,1,2009,2,10,1
1,5,12,1,2009,2,11,1
1,5,1,1,2009,2,12,1
2,5,48,1,2009,2,12,1
2,5,51,1,2009,2,19,1
1,5,45,1,2009,2,20,1
2,5,48,1,2009,3,3,1
2,5,48,1,2009,3,4,1
5,5,48,1,2009,3,10,1
1,5,13,1,2009,3,10,1
5,5,48,1,2009,3,11,1
5,5,48,1,2009,4,15,1
2,5,1,1,2009,4,16,1
1,5,13,1,2009,4,29,1
2,5,48,1,2009,4,30,1
2,5,45,1,2009,5,8,1
2,5,1,1,2009,5,14,1
1,5,40,1,2009,5,14,1
2,5,48,1,2009,5,19,1
1,5,29,1,2009,5,20,1
1,5,48,1,2009,6,2,1
1,5,39,1,2009,6,3,1
1,5,1,1,2009,6,11,1
1,5,40,1,2009,7,9,1
1,5,39,1,2009,7,14,1
2,5,39,1,2009,7,21,1
1,5,39,1,2009,8,18,1
1,5,12,1,2009,8,19,1
1,5,48,1,2009,9,16,1
2,5,48,1,2009,9,22,1
1,5,1,1,2009,10,8,1
1,5,13,1,2009,10,20,1
2,5,48,1,2009,10,27,1
2,5,48,1,2009,11,5,1
5,5,48,1,2009,11,10,1
2,5,51,1,2009,11,10,1
1,2,51,1,2009,11,17,1
2,5,48,1,2009,11,18,1
2,5,48,1,2009,11,19,1
2,5,47,1,2009,12,2,1
1,5,48,1,2009,12,3,1
1,5,39,1,2009,12,8,1
1,5,18,1,2009,12,11,1
2,5,39,1,2010,1,7,1
2,5,48,1,2010,1,7,1
1,5,22,1,2010,1,7,1
1,5,48,1,2010,1,12,1
2,5,40,1,2010,1,14,1
2,5,39,1,2010,2,4,1
1,5,12,1,2010,2,16,1
5,5,48,1,2010,3,2,1
1,5,48,1,2010,3,11,1
1,5,39,1,2010,3,16,1
1,2,51,1,2010,3,18,1
2,5,48,1,2010,3,30,1
2,5,39,1,2010,4,20,1
1,5,48,1,2010,4,22,1
5,5,48,1,2010,4,27,1
1,5,48,1,2010,5,12,1
1,5,39,1,2010,5,13,1
1,5,48,1,2010,5,13,1
5,5,48,1,2010,5,19,1
1,5,28,1,2010,5,19,1
1,5,28,1,2010,5,20,1
2,5,51,1,2010,5,20,1
5,5,48,1,2010,5,25,1
1,5,1,1,2010,5,27,1
2,5,48,1,2010,6,2,1
1,5,13,1,2010,6,9,1
1,5,1,1,2010,6,10,1
1,5,48,1,2010,6,15,1
1,4,49,1,2010,6,18,1
1,5,48,1,2010,7,1,1
2,5,39,1,2010,7,13,1
2,5,48,1,2010,7,20,1
1,5,28,1,2010,7,21,1
2,5,39,1,2010,8,10,1
1,5,1,1,2010,8,12,1
5,5,48,1,2010,8,17,1
2,5,1,1,2010,9,9,1
1,5,53,1,2010,9,10,1
1,5,51,2,2010,9,23,1
1,5,13,1,2010,9,27,1
1,5,39,1,2010,10,6,1
1,5,40,1,2010,10,14,1
2,5,48,1,2010,10,21,1
3,5,4,1,2010,10,26,1
1,5,1,1,2010,11,4,1
1,5,40,1,2010,12,16,1
2,5,40,1,2011,1,6,1
1,5,40,1,2011,1,11,1
2,5,1,1,2011,1,13,1
2,5,13,1,2011,1,25,1
1,5,29,1,2011,2,9,1
1,5,48,1,2011,2,15,1
1,5,39,1,2011,2,17,1
2,5,48,1,2011,2,22,1
2,5,39,1,2011,3,10,1
2,5,4,1,2011,3,29,1
1,5,1,1,2011,3,31,1
2,5,39,1,2011,4,12,1
1,5,48,1,2011,5,3,1
1,5,45,1,2011,5,6,1
1,5,28,1,2011,5,10,1
1,5,39,1,2011,5,17,1
2,5,28,1,2011,5,17,1
1,5,1,1,2011,5,19,1
1,5,4,1,2011,5,25,1
2,5,48,1,2011,6,1,1
1,5,48,1,2011,6,16,1
2,5,1,1,2011,6,16,1
2,5,48,1,2011,6,21,1
1,5,13,1,2011,6,23,1
1,5,4,1,2011,6,30,1
5,5,48,1,2011,7,7,1
1,5,4,1,2011,7,19,1
1,5,48,1,2011,7,20,1
1,5,13,1,2011,7,21,1
1,5,10,1,2011,7,29,1
5,5,48,1,2011,8,10,1
2,5,51,1,2011,8,18,1
1,5,48,1,2011,9,13,1
1,5,48,1,2011,9,21,1
2,5,13,1,2011,9,21,1
2,5,1,1,2011,9,22,1
5,5,12,1,2011,9,28,1
1,5,1,1,2011,10,20,1
5,5,48,1,2011,10,27,1
2,5,39,1,2011,11,15,1
1,5,12,1,2011,11,15,1
5,5,48,1,2011,11,16,1
1,5,16,1,2011,11,18,1
1,5,40,1,2012,1,5,1
5,5,48,1,2012,1,26,1
1,5,28,1,2012,2,8,1
1,5,12,1,2012,2,15,1
1,5,4,1,2012,2,29,1
5,5,48,1,2012,2,29,1
1,5,48,1,2012,3,7,1
1,5,4,1,2012,3,8,1
1,5,40,1,2012,3,15,1
1,5,28,1,2012,3,20,1
2,5,28,1,2012,3,22,1
5,5,48,1,2012,3,28,1
1,5,12,1,2012,4,12,1
1,5,39,1,2012,4,18,1
2,5,10,1,2012,4,20,1
1,5,4,1,2012,4,25,1
2,5,48,1,2012,4,26,1
1,5,40,1,2012,5,1,1
2,5,28,1,2012,6,5,1
1,5,16,1,2012,6,12,1
1,5,28,1,2012,6,12,1
1,5,28,1,2012,6,20,1
5,5,4,1,2012,6,27,1
2,5,48,1,2012,7,18,1
2,5,48,1,2012,8,7,1
1,5,4,1,2012,8,8,1
1,5,40,1,2012,8,14,1
1,5,39,1,2012,9,20,1
1,5,48,1,2012,9,25,1
2,5,48,1,2012,10,10,1
1,5,46,1,2012,10,15,1
1,5,48,1,2012,10,24,1
1,5,46,1,2012,10,30,1
1,5,48,1,2012,10,31,1
2,5,40,1,2012,11,6,1
2,5,48,1,2012,11,8,1
1,5,39,1,2012,11,13,1
2,5,48,1,2012,11,15,1
5,5,40,1,2012,12,4,1
1,5,4,1,2012,12,5,1
5,5,12,1,2012,12,11,1
1,2,51,1,2013,1,16,1
2,5,48,1,2013,2,21,1
1,5,13,1,2013,2,21,1
1,5,39,1,2013,3,6,1
1,5,40,1,2013,3,12,1
2,5,48,1,2013,4,9,1
1,5,12,1,2013,4,10,1
2,5,48,1,2013,4,16,1
1,5,48,1,2013,4,25,1
1,5,39,1,2013,5,1,1
2,5,48,1,2013,5,7,1
1,5,12,1,2013,5,29,1
2,5,48,1,2013,6,12,1
1,5,12,1,2013,6,12,1
1,5,40,1,2013,6,18,1
2,5,40,1,2013,6,25,1
2,5,48,2,2013,6,26,1
5,5,48,1,2013,7,16,1
2,5,48,1,2013,7,18,1
1,5,1,1,2013,7,25,1
1,5,48,1,2013,7,31,1
2,5,12,1,2013,8,5,1
2,5,40,1,2013,9,10,1
5,5,48,1,2013,9,19,1
1,5,39,1,2013,9,25,1
5,5,48,1,2013,9,26,1
1,5,12,1,2013,10,1,1
1,5,4,1,2013,10,9,1
1,5,48,1,2013,10,9,1
1,5,12,1,2013,10,15,1
1,5,4,1,2013,10,23,1
2,5,12,1,2013,11,12,1
1,5,48,1,2013,11,12,1
1,5,29,1,2013,11,20,1
1,5,48,1,2013,12,3,1
2,5,40,1,2013,12,10,1
1,5,29,1,2013,12,11,1
1,5,40,1,2013,12,17,1
2,5,12,1,2014,1,7,1
2,5,40,1,2014,1,9,1
1,5,39,1,2014,1,16,1
5,5,48,1,2014,1,22,1
1,5,40,1,2014,1,23,1
2,5,29,1,2014,1,29,1
1,5,48,2,2014,2,5,1
2,5,29,1,2014,2,26,1
2,5,12,1,2014,2,26,1
2,5,48,1,2014,3,19,1
1,5,29,1,2014,3,26,1
2,5,48,1,2014,3,27,1
1,5,48,1,2014,4,3,1
5,5,48,1,2014,4,9,1
5,5,48,1,2014,4,16,1
1,5,29,1,2014,4,23,1
1,5,12,1,2014,4,23,1
2,5,40,1,2014,4,29,1
2,5,13,1,2014,6,17,1
2,5,29,1,2014,6,18,1
2,5,12,1,2014,6,18,1
1,5,12,1,2014,7,10,1
1,5,29,1,2014,7,16,1
1,5,4,1,2014,7,23,1
1,5,29,1,2014,8,6,1
2,5,29,1,2014,9,10,1
2,5,48,1,2014,9,10,1
2,5,48,2,2014,9,17,1
5,5,48,1,2014,10,28,1
2,5,12,1,2014,11,13,1
2,5,29,1,2014,11,19,1
2,5,13,1,2014,12,9,1
1,5,29,1,2014,12,10,1
1,5,13,1,2015,1,13,1
1,5,12,1,2015,1,15,1
2,5,40,1,2015,1,15,1
5,5,48,1,2015,1,21,1
2,5,13,1,2015,1,27,1
2,5,48,1,2015,1,29,1
1,5,48,1,2015,2,4,1
1,5,29,1,2015,2,11,1
5,5,48,1,2015,3,11,1
1,5,29,1,2015,3,17,1
1,5,48,1,2015,4,9,1
2,5,29,1,2015,4,14,1
5,5,48,1,2015,4,15,1
2,5,48,1,2015,5,12,1
1,5,48,1,2015,6,3,1
2,5,29,1,2015,6,9,1
2,5,48,1,2015,6,18,1
1,5,29,1,2015,7,14,1
5,5,48,1,2015,8,12,1
2,5,29,1,2015,9,1,1
1,5,13,2,2015,9,30,1
5,5,51,1,2015,10,1,1
5,5,48,1,2015,10,6,1
5,5,48,1,2015,10,14,1
1,5,12,1,2015,10,29,1
2,5,48,1,2015,11,18,1
1,5,13,1,2015,11,19,1
2,5,13,1,2015,12,9,1
1,5,12,1,2016,1,7,1
1,5,48,1,2016,1,20,1
1,5,1,1,2016,1,21,1
1,5,48,1,2016,1,27,1
2,5,13,1,2016,2,3,1
5,5,48,1,2016,2,16,1
1,5,13,1,2016,2,17,1
1,5,48,1,2016,3,9,1
1,5,48,1,2016,3,22,1
1,5,13,1,2016,3,31,1
5,5,48,1,2016,4,6,1
2,5,13,1,2016,4,12,1
1,5,13,1,2016,4,27,1
1,5,29,1,2016,5,11,1
1,5,13,1,2016,7,15,1
1,5,48,1,2016,10,5,1
1,5,13,1,2016,10,19,1
1,5,13,1,2016,11,16,1
1,5,13,1,2016,12,6,1
1,5,1,1,2016,12,8,1
1,5,48,1,2017,1,11,1
2,5,51,1,2017,1,18,1
2,5,48,1,2017,1,26,1
1,5,29,1,2017,1,31,1
5,5,48,1,2017,3,7,1
1,5,48,1,2017,3,14,1
2,5,5,1,2017,4,20,1
1,5,5,1,2017,4,24,1
2,5,5,1,2017,4,24,1
2,5,5,1,2017,4,27,1
1,5,13,1,2017,5,17,1
1,5,1,1,2017,5,26,1
2,5,1,1,2017,6,8,1
1,5,51,1,2017,7,6,1
1,5,39,1,2017,7,26,1
2,5,48,1,2017,7,27,1
1,5,12,1,2017,8,24,1
1,5,39,1,2017,9,13,1
1,5,12,1,2017,10,5,1
1,5,48,1,2017,10,12,1
2,5,1,1,2017,10,19,1
1,5,12,1,2017,11,8,1
5,5,48,1,2017,11,8,1
1,5,48,1,2018,1,18,1
2,5,48,1,2018,1,30,1
1,5,48,1,2018,2,1,1
1,5,12,1,2018,2,22,1
1,5,1,1,2018,3,15,1
2,5,13,1,2018,3,15,1
5,5,48,1,2018,3,27,1
1,5,1,1,2018,4,19,1
2,5,48,1,2018,4,25,1
2,5,13,1,2018,5,4,1
5,5,48,1,2018,5,16,1
1,5,48,1,2018,6,27,1
2,5,48,1,2018,7,17,1
1,5,39,1,2018,7,18,1
1,5,47,1,2018,8,9,1
1,5,31,1,2018,8,14,1
1,5,48,1,2018,9,26,1
1,5,48,1,2018,9,27,1
1,5,46,1,2018,10,29,1
1,2,47,1,2018,11,1,1
5,5,48,1,2018,11,14,1
5,5,48,1,2018,12,4,1
1,2,47,1,2018,12,6,1
2,5,48,1,2018,12,11,1
5,5,12,1,2018,12,13,1
2,5,48,1,2019,1,30,1
2,5,1,1,2019,2,7,1
1,5,48,1,2019,2,28,1
1,5,48,1,2019,4,24,1
2,5,13,1,2019,5,2,1
1,5,1,1,2019,5,16,1
1,5,47,1,2019,5,16,1
1,5,12,1,2019,5,23,1
1,5,1,1,2019,5,31,1
2,5,13,1,2019,6,20,1
1,2,47,1,2019,8,15,1
1,5,48,1,2019,8,21,1
1,5,12,1,2019,8,22,1
1,5,48,1,2019,9,4,1
5,5,48,1,2019,9,10,1
2,5,48,1,2019,9,25,1
1,2,1,1,1983,4,22,10
1,2,1,1,1987,8,28,10
